"Step","noble-grass-13 - top-p-50","noble-grass-13 - top-p-50__MIN","noble-grass-13 - top-p-50__MAX"
"129","6251.166666666667","6251.166666666667","6251.166666666667"
"130","6240.083333333333","6240.083333333333","6240.083333333333"
"131","6230.083333333333","6230.083333333333","6230.083333333333"
"132","6221.833333333333","6221.833333333333","6221.833333333333"
"133","6215","6215","6215"
"134","6210.083333333333","6210.083333333333","6210.083333333333"
"135","6206.333333333333","6206.333333333333","6206.333333333333"
"136","6203.333333333333","6203.333333333333","6203.333333333333"
"137","6201.166666666667","6201.166666666667","6201.166666666667"
"138","6199.166666666667","6199.166666666667","6199.166666666667"
"139","6197.5","6197.5","6197.5"
"140","6196.083333333333","6196.083333333333","6196.083333333333"
"141","6194.833333333333","6194.833333333333","6194.833333333333"
"142","6194.25","6194.25","6194.25"
"143","6194.083333333333","6194.083333333333","6194.083333333333"
"144","6193.75","6193.75","6193.75"
"145","6193.916666666667","6193.916666666667","6193.916666666667"
"146","6193.833333333333","6193.833333333333","6193.833333333333"
"147","6193.75","6193.75","6193.75"
"148","6193.583333333333","6193.583333333333","6193.583333333333"
"149","6193.583333333333","6193.583333333333","6193.583333333333"
"150","6159.75","6159.75","6159.75"
"151","6107.5","6107.5","6107.5"
"152","6032.916666666667","6032.916666666667","6032.916666666667"
"153","5954","5954","5954"
"154","5883.833333333333","5883.833333333333","5883.833333333333"
"155","5830.333333333333","5830.333333333333","5830.333333333333"
"156","5786.166666666667","5786.166666666667","5786.166666666667"
"157","5755.916666666667","5755.916666666667","5755.916666666667"
"158","5710.5","5710.5","5710.5"
"159","5659.583333333333","5659.583333333333","5659.583333333333"
"160","5602","5602","5602"
"161","5548.916666666667","5548.916666666667","5548.916666666667"
"162","5504.166666666667","5504.166666666667","5504.166666666667"
"163","5469.083333333333","5469.083333333333","5469.083333333333"
"164","5427.916666666667","5427.916666666667","5427.916666666667"
"165","5373.583333333333","5373.583333333333","5373.583333333333"
"166","5325.583333333333","5325.583333333333","5325.583333333333"
"167","5286.333333333333","5286.333333333333","5286.333333333333"
"168","5263.666666666667","5263.666666666667","5263.666666666667"
"169","5268","5268","5268"
"170","5276","5276","5276"
"171","5259.416666666667","5259.416666666667","5259.416666666667"
"172","5214.25","5214.25","5214.25"
"173","5167.416666666667","5167.416666666667","5167.416666666667"
"174","5133.583333333333","5133.583333333333","5133.583333333333"
"175","5103","5103","5103"
"176","5074.833333333333","5074.833333333333","5074.833333333333"
"177","5038","5038","5038"
"178","4989","4989","4989"
"179","4950.75","4950.75","4950.75"
"180","4931.166666666667","4931.166666666667","4931.166666666667"
"181","4921.166666666667","4921.166666666667","4921.166666666667"
"182","4912","4912","4912"
"183","4890.5","4890.5","4890.5"
"184","4863.083333333333","4863.083333333333","4863.083333333333"
"185","4834","4834","4834"
"186","4809.333333333333","4809.333333333333","4809.333333333333"
"187","4787.916666666667","4787.916666666667","4787.916666666667"
"188","4774.5","4774.5","4774.5"
"189","4762","4762","4762"
"190","4743.333333333333","4743.333333333333","4743.333333333333"
"191","4712.583333333333","4712.583333333333","4712.583333333333"
"192","4679.666666666667","4679.666666666667","4679.666666666667"
"193","4650.75","4650.75","4650.75"
"194","4624.916666666667","4624.916666666667","4624.916666666667"
"195","4618","4618","4618"
"196","4617.583333333333","4617.583333333333","4617.583333333333"
"197","4610.916666666667","4610.916666666667","4610.916666666667"
"198","4584.083333333333","4584.083333333333","4584.083333333333"
"199","4551.5","4551.5","4551.5"
"200","4521.25","4521.25","4521.25"
"201","4497.5","4497.5","4497.5"
"202","4479.916666666667","4479.916666666667","4479.916666666667"
"203","4466","4466","4466"
"204","4451.083333333333","4451.083333333333","4451.083333333333"
"205","4433.166666666667","4433.166666666667","4433.166666666667"
"206","4406.916666666667","4406.916666666667","4406.916666666667"
"207","4382.083333333333","4382.083333333333","4382.083333333333"
"208","4360.75","4360.75","4360.75"
"209","4343.916666666667","4343.916666666667","4343.916666666667"
"210","4333.583333333333","4333.583333333333","4333.583333333333"
"211","4321.583333333333","4321.583333333333","4321.583333333333"
"212","4301.083333333333","4301.083333333333","4301.083333333333"
"213","4278","4278","4278"
"214","4256.666666666667","4256.666666666667","4256.666666666667"
"215","4239.5","4239.5","4239.5"
"216","4228.75","4228.75","4228.75"
"217","4220.75","4220.75","4220.75"
"218","4204.166666666667","4204.166666666667","4204.166666666667"
"219","4183.75","4183.75","4183.75"
"220","4160.25","4160.25","4160.25"
"221","4139.083333333333","4139.083333333333","4139.083333333333"
"222","4124.416666666667","4124.416666666667","4124.416666666667"
"223","4119.666666666667","4119.666666666667","4119.666666666667"
"224","4116.916666666667","4116.916666666667","4116.916666666667"
"225","4106.75","4106.75","4106.75"
"226","4089.9166666666665","4089.9166666666665","4089.9166666666665"
"227","4069.75","4069.75","4069.75"
"228","4049.5833333333335","4049.5833333333335","4049.5833333333335"
"229","4032.4166666666665","4032.4166666666665","4032.4166666666665"
"230","4020","4020","4020"
"231","4013.8333333333335","4013.8333333333335","4013.8333333333335"
"232","4004.75","4004.75","4004.75"
"233","3994.4166666666665","3994.4166666666665","3994.4166666666665"
"234","3979.1666666666665","3979.1666666666665","3979.1666666666665"
"235","3961.9166666666665","3961.9166666666665","3961.9166666666665"
"236","3945","3945","3945"
"237","3931.9166666666665","3931.9166666666665","3931.9166666666665"
"238","3919.4166666666665","3919.4166666666665","3919.4166666666665"
"239","3908.8333333333335","3908.8333333333335","3908.8333333333335"
"240","3899.5833333333335","3899.5833333333335","3899.5833333333335"
"241","3889.75","3889.75","3889.75"
"242","3879.4166666666665","3879.4166666666665","3879.4166666666665"
"243","3869.8333333333335","3869.8333333333335","3869.8333333333335"
"244","3863.0833333333335","3863.0833333333335","3863.0833333333335"
"245","3860.4166666666665","3860.4166666666665","3860.4166666666665"
"246","3857.3333333333335","3857.3333333333335","3857.3333333333335"
"247","3852.3333333333335","3852.3333333333335","3852.3333333333335"
"248","3847.6666666666665","3847.6666666666665","3847.6666666666665"
"249","3841.5","3841.5","3841.5"
"250","3832.0833333333335","3832.0833333333335","3832.0833333333335"
"251","3821.4166666666665","3821.4166666666665","3821.4166666666665"
"252","3812.25","3812.25","3812.25"
"253","3803.9166666666665","3803.9166666666665","3803.9166666666665"
"254","3796.25","3796.25","3796.25"
"255","3788.8333333333335","3788.8333333333335","3788.8333333333335"
"256","3782.4166666666665","3782.4166666666665","3782.4166666666665"
"257","3776.25","3776.25","3776.25"
"258","3770.3333333333335","3770.3333333333335","3770.3333333333335"
"259","3763.75","3763.75","3763.75"
"260","3758.75","3758.75","3758.75"
"261","3753.8333333333335","3753.8333333333335","3753.8333333333335"
"262","3751.1666666666665","3751.1666666666665","3751.1666666666665"
"263","3748.75","3748.75","3748.75"
"264","3748.5833333333335","3748.5833333333335","3748.5833333333335"
"265","3748.0833333333335","3748.0833333333335","3748.0833333333335"
"266","3746.6666666666665","3746.6666666666665","3746.6666666666665"
"267","3744.9166666666665","3744.9166666666665","3744.9166666666665"
"268","3741.75","3741.75","3741.75"
"269","3736.9166666666665","3736.9166666666665","3736.9166666666665"
"270","3732.5","3732.5","3732.5"
"271","3728.6666666666665","3728.6666666666665","3728.6666666666665"
"272","3726.25","3726.25","3726.25"
"273","3723.75","3723.75","3723.75"
"274","3721.9166666666665","3721.9166666666665","3721.9166666666665"
"275","3720.6666666666665","3720.6666666666665","3720.6666666666665"
"276","3719.8333333333335","3719.8333333333335","3719.8333333333335"
"277","3718","3718","3718"
"278","3715.5","3715.5","3715.5"
"279","3712.4166666666665","3712.4166666666665","3712.4166666666665"
"280","3709.25","3709.25","3709.25"
"281","3706.4166666666665","3706.4166666666665","3706.4166666666665"
"282","3704.0833333333335","3704.0833333333335","3704.0833333333335"
"283","3702.1666666666665","3702.1666666666665","3702.1666666666665"
"284","3700.6666666666665","3700.6666666666665","3700.6666666666665"
"285","3699.4166666666665","3699.4166666666665","3699.4166666666665"
"286","3698.5833333333335","3698.5833333333335","3698.5833333333335"
"287","3697.75","3697.75","3697.75"
"288","3697.1666666666665","3697.1666666666665","3697.1666666666665"
"289","3696.5833333333335","3696.5833333333335","3696.5833333333335"
"290","3696.5833333333335","3696.5833333333335","3696.5833333333335"
"291","3696.1666666666665","3696.1666666666665","3696.1666666666665"
"292","3695.9166666666665","3695.9166666666665","3695.9166666666665"
"293","3695.75","3695.75","3695.75"
"294","3695.75","3695.75","3695.75"
"295","3695.75","3695.75","3695.75"
"296","3695.75","3695.75","3695.75"
"297","3695.9166666666665","3695.9166666666665","3695.9166666666665"
"298","3696","3696","3696"
"299","3696.25","3696.25","3696.25"
"300","3696.25","3696.25","3696.25"
"301","3696.4166666666665","3696.4166666666665","3696.4166666666665"
"302","3696.5833333333335","3696.5833333333335","3696.5833333333335"
"303","3696.6666666666665","3696.6666666666665","3696.6666666666665"
"304","3696.6666666666665","3696.6666666666665","3696.6666666666665"
"305","3696.5833333333335","3696.5833333333335","3696.5833333333335"
"306","3696.5833333333335","3696.5833333333335","3696.5833333333335"
"307","3696.5833333333335","3696.5833333333335","3696.5833333333335"
"308","3696.5833333333335","3696.5833333333335","3696.5833333333335"
"309","3696.5833333333335","3696.5833333333335","3696.5833333333335"
"310","3679.0833333333335","3679.0833333333335","3679.0833333333335"
"311","3647.0833333333335","3647.0833333333335","3647.0833333333335"
"312","3612.0833333333335","3612.0833333333335","3612.0833333333335"
"313","3597.75","3597.75","3597.75"
"314","3632.25","3632.25","3632.25"
"315","3616.4166666666665","3616.4166666666665","3616.4166666666665"
"316","3565.8333333333335","3565.8333333333335","3565.8333333333335"
"317","3518.5833333333335","3518.5833333333335","3518.5833333333335"
"318","3495.6666666666665","3495.6666666666665","3495.6666666666665"
"319","3481.5833333333335","3481.5833333333335","3481.5833333333335"
"320","3464.6666666666665","3464.6666666666665","3464.6666666666665"
"321","3443","3443","3443"
"322","3412.5833333333335","3412.5833333333335","3412.5833333333335"
"323","3386.75","3386.75","3386.75"
"324","3393.9166666666665","3393.9166666666665","3393.9166666666665"
"325","3399.8333333333335","3399.8333333333335","3399.8333333333335"
"326","3382.5833333333335","3382.5833333333335","3382.5833333333335"
"327","3341.6666666666665","3341.6666666666665","3341.6666666666665"
"328","3310.6666666666665","3310.6666666666665","3310.6666666666665"
"329","3286.9166666666665","3286.9166666666665","3286.9166666666665"
"330","3264.4166666666665","3264.4166666666665","3264.4166666666665"
"331","3235.25","3235.25","3235.25"
"332","3201.3333333333335","3201.3333333333335","3201.3333333333335"
"333","3172.8333333333335","3172.8333333333335","3172.8333333333335"
"334","3154.3333333333335","3154.3333333333335","3154.3333333333335"
"335","3150.0833333333335","3150.0833333333335","3150.0833333333335"
"336","3142.3333333333335","3142.3333333333335","3142.3333333333335"
"337","3118.6666666666665","3118.6666666666665","3118.6666666666665"
"338","3092.4166666666665","3092.4166666666665","3092.4166666666665"
"339","3072","3072","3072"
"340","3055.0833333333335","3055.0833333333335","3055.0833333333335"
"341","3042.9166666666665","3042.9166666666665","3042.9166666666665"
"342","3023.4166666666665","3023.4166666666665","3023.4166666666665"
"343","3001.5","3001.5","3001.5"
"344","2981.3333333333335","2981.3333333333335","2981.3333333333335"
"345","2963.1666666666665","2963.1666666666665","2963.1666666666665"
"346","2949.6666666666665","2949.6666666666665","2949.6666666666665"
"347","2937.5833333333335","2937.5833333333335","2937.5833333333335"
"348","2923.6666666666665","2923.6666666666665","2923.6666666666665"
"349","2909.8333333333335","2909.8333333333335","2909.8333333333335"
"350","2895.25","2895.25","2895.25"
"351","2878.4166666666665","2878.4166666666665","2878.4166666666665"
"352","2862.1666666666665","2862.1666666666665","2862.1666666666665"
"353","2847.6666666666665","2847.6666666666665","2847.6666666666665"
"354","2831.9166666666665","2831.9166666666665","2831.9166666666665"
"355","2818.6666666666665","2818.6666666666665","2818.6666666666665"
"356","2806.4166666666665","2806.4166666666665","2806.4166666666665"
"357","2799.25","2799.25","2799.25"
"358","2790.5833333333335","2790.5833333333335","2790.5833333333335"
"359","2779.6666666666665","2779.6666666666665","2779.6666666666665"
"360","2767.4166666666665","2767.4166666666665","2767.4166666666665"
"361","2752.3333333333335","2752.3333333333335","2752.3333333333335"
"362","2736.9166666666665","2736.9166666666665","2736.9166666666665"
"363","2724.5833333333335","2724.5833333333335","2724.5833333333335"
"364","2718.3333333333335","2718.3333333333335","2718.3333333333335"
"365","2714.4166666666665","2714.4166666666665","2714.4166666666665"
"366","2707.75","2707.75","2707.75"
"367","2697.5","2697.5","2697.5"
"368","2684.5833333333335","2684.5833333333335","2684.5833333333335"
"369","2670.5","2670.5","2670.5"
"370","2658.75","2658.75","2658.75"
"371","2648.75","2648.75","2648.75"
"372","2636.9166666666665","2636.9166666666665","2636.9166666666665"
"373","2623.5","2623.5","2623.5"
"374","2609.4166666666665","2609.4166666666665","2609.4166666666665"
"375","2597","2597","2597"
"376","2587.4166666666665","2587.4166666666665","2587.4166666666665"
"377","2577.75","2577.75","2577.75"
"378","2566.0833333333335","2566.0833333333335","2566.0833333333335"
"379","2553.5833333333335","2553.5833333333335","2553.5833333333335"
"380","2541.5","2541.5","2541.5"
"381","2530.75","2530.75","2530.75"
"382","2520.4166666666665","2520.4166666666665","2520.4166666666665"
"383","2510.9166666666665","2510.9166666666665","2510.9166666666665"
"384","2501.6666666666665","2501.6666666666665","2501.6666666666665"
"385","2494.75","2494.75","2494.75"
"386","2485.6666666666665","2485.6666666666665","2485.6666666666665"
"387","2477.5","2477.5","2477.5"
"388","2473.25","2473.25","2473.25"
"389","2469.4166666666665","2469.4166666666665","2469.4166666666665"
"390","2462","2462","2462"
"391","2449.5833333333335","2449.5833333333335","2449.5833333333335"
"392","2436.3333333333335","2436.3333333333335","2436.3333333333335"
"393","2426.5833333333335","2426.5833333333335","2426.5833333333335"
"394","2420.9166666666665","2420.9166666666665","2420.9166666666665"
"395","2420.3333333333335","2420.3333333333335","2420.3333333333335"
"396","2419.1666666666665","2419.1666666666665","2419.1666666666665"
"397","2408.25","2408.25","2408.25"
"398","2396.5833333333335","2396.5833333333335","2396.5833333333335"
"399","2387.5","2387.5","2387.5"
"400","2380.75","2380.75","2380.75"
"401","2374.75","2374.75","2374.75"
"402","2367","2367","2367"
"403","2357.3333333333335","2357.3333333333335","2357.3333333333335"
"404","2347.3333333333335","2347.3333333333335","2347.3333333333335"
"405","2338.4166666666665","2338.4166666666665","2338.4166666666665"
"406","2332","2332","2332"
"407","2327.6666666666665","2327.6666666666665","2327.6666666666665"
"408","2324.25","2324.25","2324.25"
"409","2319.5","2319.5","2319.5"
"410","2310.4166666666665","2310.4166666666665","2310.4166666666665"
"411","2302.9166666666665","2302.9166666666665","2302.9166666666665"
"412","2296.25","2296.25","2296.25"
"413","2291.1666666666665","2291.1666666666665","2291.1666666666665"
"414","2285.9166666666665","2285.9166666666665","2285.9166666666665"
"415","2278.6666666666665","2278.6666666666665","2278.6666666666665"
"416","2270","2270","2270"
"417","2260.3333333333335","2260.3333333333335","2260.3333333333335"
"418","2251.4166666666665","2251.4166666666665","2251.4166666666665"
"419","2243.3333333333335","2243.3333333333335","2243.3333333333335"
"420","2238.5833333333335","2238.5833333333335","2238.5833333333335"
"421","2233.75","2233.75","2233.75"
"422","2225.4166666666665","2225.4166666666665","2225.4166666666665"
"423","2218.6666666666665","2218.6666666666665","2218.6666666666665"
"424","2213.25","2213.25","2213.25"
"425","2209","2209","2209"
"426","2207.25","2207.25","2207.25"
"427","2205.0833333333335","2205.0833333333335","2205.0833333333335"
"428","2200.4166666666665","2200.4166666666665","2200.4166666666665"
"429","2192.9166666666665","2192.9166666666665","2192.9166666666665"
"430","2184.8333333333335","2184.8333333333335","2184.8333333333335"
"431","2176.4166666666665","2176.4166666666665","2176.4166666666665"
"432","2168.8333333333335","2168.8333333333335","2168.8333333333335"
"433","2161.5","2161.5","2161.5"
"434","2155.25","2155.25","2155.25"
"435","2149.0833333333335","2149.0833333333335","2149.0833333333335"
"436","2141.9166666666665","2141.9166666666665","2141.9166666666665"
"437","2135.8333333333335","2135.8333333333335","2135.8333333333335"
"438","2132.3333333333335","2132.3333333333335","2132.3333333333335"
"439","2130.75","2130.75","2130.75"
"440","2129.8333333333335","2129.8333333333335","2129.8333333333335"
"441","2130.6666666666665","2130.6666666666665","2130.6666666666665"
"442","2127","2127","2127"
"443","2121.75","2121.75","2121.75"
"444","2116.5833333333335","2116.5833333333335","2116.5833333333335"
"445","2109.4166666666665","2109.4166666666665","2109.4166666666665"
"446","2102.75","2102.75","2102.75"
"447","2096.9166666666665","2096.9166666666665","2096.9166666666665"
"448","2089.8333333333335","2089.8333333333335","2089.8333333333335"
"449","2083.6666666666665","2083.6666666666665","2083.6666666666665"
"450","2077.75","2077.75","2077.75"
"451","2072.25","2072.25","2072.25"
"452","2067.1666666666665","2067.1666666666665","2067.1666666666665"
"453","2063.75","2063.75","2063.75"
"454","2059.6666666666665","2059.6666666666665","2059.6666666666665"
"455","2056.25","2056.25","2056.25"
"456","2052.25","2052.25","2052.25"
"457","2047.9166666666667","2047.9166666666667","2047.9166666666667"
"458","2044.5","2044.5","2044.5"
"459","2041.5","2041.5","2041.5"
"460","2039.5","2039.5","2039.5"
"461","2035.75","2035.75","2035.75"
"462","2032.4166666666667","2032.4166666666667","2032.4166666666667"
"463","2028.0833333333333","2028.0833333333333","2028.0833333333333"
"464","2023.75","2023.75","2023.75"
"465","2020.5","2020.5","2020.5"
"466","2018.9166666666667","2018.9166666666667","2018.9166666666667"
"467","2016.4166666666667","2016.4166666666667","2016.4166666666667"
"468","2010.5833333333333","2010.5833333333333","2010.5833333333333"
"469","2005.0833333333333","2005.0833333333333","2005.0833333333333"
"470","2000.5","2000.5","2000.5"
"471","1995.8333333333333","1995.8333333333333","1995.8333333333333"
"472","1991.6666666666667","1991.6666666666667","1991.6666666666667"
"473","1987.1666666666667","1987.1666666666667","1987.1666666666667"
"474","1983.9166666666667","1983.9166666666667","1983.9166666666667"
"475","1981.25","1981.25","1981.25"
"476","1978.6666666666667","1978.6666666666667","1978.6666666666667"
"477","1977.3333333333333","1977.3333333333333","1977.3333333333333"
"478","1973.25","1973.25","1973.25"
"479","1969.8333333333333","1969.8333333333333","1969.8333333333333"
"480","1966.0833333333333","1966.0833333333333","1966.0833333333333"
"481","1963","1963","1963"
"482","1960.1666666666667","1960.1666666666667","1960.1666666666667"
"483","1957.5833333333333","1957.5833333333333","1957.5833333333333"
"484","1956.6666666666667","1956.6666666666667","1956.6666666666667"
"485","1955","1955","1955"
"486","1951.5","1951.5","1951.5"
"487","1947.3333333333333","1947.3333333333333","1947.3333333333333"
"488","1942.5833333333333","1942.5833333333333","1942.5833333333333"
"489","1938.4166666666667","1938.4166666666667","1938.4166666666667"
"490","1935.0833333333333","1935.0833333333333","1935.0833333333333"
"491","1932.6666666666667","1932.6666666666667","1932.6666666666667"
"492","1932.0833333333333","1932.0833333333333","1932.0833333333333"
"493","1930.6666666666667","1930.6666666666667","1930.6666666666667"
"494","1928.3333333333333","1928.3333333333333","1928.3333333333333"
"495","1925.25","1925.25","1925.25"
"496","1922.0833333333333","1922.0833333333333","1922.0833333333333"
"497","1919.1666666666667","1919.1666666666667","1919.1666666666667"
"498","1916.4166666666667","1916.4166666666667","1916.4166666666667"
"499","1915.1666666666667","1915.1666666666667","1915.1666666666667"
